season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2001,25.0,CHH,NBA,SF,42,0,11.2,1.6,3.2,.485,0.0,0.0,.000,1.6,3.2,.489,.485,0.8,1.0,.744,0.7,1.5,2.2,0.6,0.2,0.1,0.6,1.4,3.9,/players/n/nailole01.html,Lee Nailon
2002,26.0,CHH,NBA,SF,79,41,24.2,4.7,9.7,.483,0.0,0.0,.500,4.7,9.6,.483,.484,1.4,1.9,.747,1.3,2.4,3.7,1.2,0.7,0.2,1.2,2.2,10.8,/players/n/nailole01.html,Lee Nailon
2003,27.0,NYK,NBA,SF,38,0,10.7,2.2,5.0,.442,0.0,0.0,.000,2.2,5.0,.444,.442,1.1,1.3,.824,0.8,1.0,1.8,0.7,0.2,0.1,0.8,1.2,5.5,/players/n/nailole01.html,Lee Nailon
2004,28.0,ATL,NBA,PF,27,0,11.1,2.3,5.1,.457,0.0,0.0,0,2.3,5.1,.457,.457,0.6,0.7,.842,1.0,1.4,2.3,0.6,0.4,0.3,0.9,1.8,5.3,/players/n/nailole01.html,Lee Nailon
2004,28.0,ORL,NBA,SF,8,0,10.4,1.4,3.4,.407,0.0,0.0,0,1.4,3.4,.407,.407,0.9,1.1,.778,1.0,0.8,1.8,0.5,0.1,0.0,0.0,1.1,3.6,/players/n/nailole01.html,Lee Nailon
2004,28.0,CLE,NBA,SF,22,4,18.0,3.3,7.4,.451,0.0,0.1,.000,3.3,7.2,.459,.451,1.1,1.4,.800,1.4,1.6,3.0,0.8,0.2,0.0,1.0,1.6,7.7,/players/n/nailole01.html,Lee Nailon
2005,29.0,NOH,NBA,SF,68,51,29.7,6.1,12.8,.478,0.0,0.0,.000,6.1,12.8,.479,.478,2.0,2.4,.806,1.9,2.5,4.4,1.6,0.5,0.2,1.6,2.8,14.2,/players/n/nailole01.html,Lee Nailon
2006,30.0,PHI,NBA,PF,22,0,10.8,1.8,3.6,.500,0.0,0.0,0,1.8,3.6,.500,.500,0.6,0.7,.867,1.0,0.9,1.9,0.3,0.4,0.2,0.5,1.5,4.2,/players/n/nailole01.html,Lee Nailon
