season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2014,24.0,GSW,NBA,C,4.0,0.0,1.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,/players/d/dedmode01.html,Dewayne Dedmon
2014,24.0,PHI,NBA,C,11.0,0.0,13.6,1.4,2.6,0.517,0.0,0.0,0.0,1.4,2.6,0.517,0.517,0.6,1.2,0.5379999999999999,1.0,3.5,4.5,0.3,0.0,0.8,0.8,2.5,3.4,/players/d/dedmode01.html,Dewayne Dedmon
2014,24.0,ORL,NBA,C,16.0,6.0,14.6,1.4,3.3,0.434,0.0,0.0,0.0,1.4,3.3,0.434,0.434,0.8,1.1,0.765,1.7,3.2,4.9,0.1,0.4,0.8,0.6,2.3,3.7,/players/d/dedmode01.html,Dewayne Dedmon
2015,25.0,ORL,NBA,C,59.0,15.0,14.3,1.5,2.7,0.562,0.0,0.0,0.0,1.5,2.7,0.565,0.562,0.6,1.1,0.531,2.0,3.0,5.0,0.2,0.3,0.8,0.9,2.4,3.7,/players/d/dedmode01.html,Dewayne Dedmon
2016,26.0,ORL,NBA,C,58.0,20.0,12.2,1.7,3.1,0.5589999999999999,0.0,0.0,0.0,1.7,3.1,0.5589999999999999,0.5589999999999999,1.0,1.3,0.75,1.2,2.8,3.9,0.2,0.4,0.8,0.6,1.9,4.4,/players/d/dedmode01.html,Dewayne Dedmon
2017,27.0,SAS,NBA,C,76.0,37.0,17.5,2.1,3.4,0.622,0.0,0.0,0.0,2.1,3.4,0.622,0.622,0.9,1.2,0.6990000000000001,1.7,4.8,6.5,0.6,0.5,0.8,0.8,2.4,5.1,/players/d/dedmode01.html,Dewayne Dedmon
2018,28.0,ATL,NBA,C,62.0,46.0,24.9,4.0,7.7,0.524,0.8,2.3,0.355,3.2,5.4,0.595,0.5770000000000001,1.1,1.4,0.779,1.6,6.3,7.9,1.5,0.6,0.8,1.4,2.6,10.0,/players/d/dedmode01.html,Dewayne Dedmon
2019,29.0,ATL,NBA,C,64.0,52.0,25.1,4.0,8.2,0.49200000000000005,1.3,3.4,0.382,2.8,4.8,0.57,0.5710000000000001,1.4,1.8,0.8140000000000001,1.6,5.9,7.5,1.4,1.1,1.1,1.3,3.3,10.8,/players/d/dedmode01.html,Dewayne Dedmon
2020,30.0,SAC,NBA,C,34.0,10.0,15.9,2.0,5.0,0.40399999999999997,0.4,2.1,0.19699999999999998,1.6,2.9,0.55,0.444,0.7,0.8,0.821,1.4,3.6,4.9,0.4,0.4,0.8,1.4,2.7,5.1,/players/d/dedmode01.html,Dewayne Dedmon
2020,30.0,ATL,NBA,C,10.0,8.0,23.3,3.3,8.4,0.39299999999999996,0.8,3.6,0.222,2.5,4.8,0.521,0.44,0.7,0.8,0.875,1.4,6.8,8.2,0.7,1.0,1.5,1.0,4.0,8.1,/players/d/dedmode01.html,Dewayne Dedmon
2021,31.0,MIA,NBA,C,16.0,0.0,13.1,2.9,4.1,0.708,0.1,0.3,0.2,2.8,3.8,0.75,0.715,1.3,1.7,0.741,1.8,3.6,5.4,0.8,0.6,0.4,0.8,2.3,7.1,/players/d/dedmode01.html,Dewayne Dedmon
