season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2005,24.0,TOR,NBA,C,82.0,0.0,18.9,3.0,5.6,0.5329999999999999,0.5,1.1,0.424,2.5,4.5,0.561,0.5760000000000001,0.7,0.9,0.789,1.3,2.2,3.5,0.6,0.5,0.2,0.5,2.7,7.2,/players/b/bonnema01.html,Matt Bonner
2006,25.0,TOR,NBA,PF,78.0,6.0,21.9,2.7,6.0,0.44799999999999995,1.3,3.1,0.42,1.4,2.9,0.478,0.557,0.8,1.0,0.8290000000000001,1.1,2.5,3.6,0.7,0.6,0.4,0.4,2.8,7.5,/players/b/bonnema01.html,Matt Bonner
2007,26.0,SAS,NBA,PF,56.0,0.0,11.7,1.9,4.2,0.447,0.6,1.7,0.38299999999999995,1.3,2.6,0.49,0.523,0.5,0.7,0.711,1.1,1.6,2.8,0.4,0.3,0.2,0.4,1.2,4.9,/players/b/bonnema01.html,Matt Bonner
2008,27.0,SAS,NBA,PF,68.0,3.0,12.5,1.8,4.3,0.41600000000000004,0.7,2.0,0.336,1.1,2.3,0.48700000000000004,0.495,0.6,0.6,0.8640000000000001,0.8,2.0,2.8,0.5,0.2,0.3,0.6,1.6,4.8,/players/b/bonnema01.html,Matt Bonner
2009,28.0,SAS,NBA,PF,81.0,67.0,23.8,3.3,6.6,0.496,1.5,3.3,0.44,1.8,3.3,0.552,0.606,0.2,0.3,0.7390000000000001,1.2,3.6,4.8,1.0,0.6,0.3,0.5,2.3,8.2,/players/b/bonnema01.html,Matt Bonner
2010,29.0,SAS,NBA,PF,65.0,8.0,17.9,2.6,5.7,0.446,1.4,3.6,0.39,1.2,2.2,0.539,0.5670000000000001,0.5,0.7,0.7290000000000001,0.8,2.5,3.3,1.0,0.5,0.4,0.6,1.7,7.0,/players/b/bonnema01.html,Matt Bonner
2011,30.0,SAS,NBA,PF,66.0,1.0,21.7,2.6,5.6,0.46399999999999997,1.6,3.5,0.457,1.0,2.1,0.475,0.605,0.5,0.7,0.7440000000000001,0.9,2.7,3.6,0.9,0.4,0.3,0.4,1.7,7.3,/players/b/bonnema01.html,Matt Bonner
2012,31.0,SAS,NBA,PF,65.0,2.0,20.4,2.4,5.4,0.44,1.6,3.8,0.42,0.8,1.5,0.49,0.59,0.2,0.3,0.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,1.0,6.6,/players/b/bonnema01.html,Matt Bonner
2013,32.0,SAS,NBA,PF,68.0,4.0,13.4,1.6,3.4,0.48700000000000004,0.8,1.8,0.442,0.9,1.6,0.536,0.602,0.2,0.2,0.733,0.4,1.5,1.9,0.5,0.3,0.3,0.2,1.3,4.2,/players/b/bonnema01.html,Matt Bonner
2014,33.0,SAS,NBA,PF,61.0,0.0,11.3,1.2,2.7,0.445,0.7,1.6,0.429,0.5,1.1,0.47,0.573,0.1,0.2,0.75,0.3,1.9,2.1,0.5,0.2,0.2,0.3,0.8,3.2,/players/b/bonnema01.html,Matt Bonner
2015,34.0,SAS,NBA,PF,72.0,19.0,13.0,1.3,3.2,0.409,0.6,1.8,0.365,0.7,1.4,0.462,0.509,0.4,0.5,0.8109999999999999,0.4,1.2,1.6,0.7,0.1,0.2,0.2,0.9,3.7,/players/b/bonnema01.html,Matt Bonner
2016,35.0,SAS,NBA,C,30.0,2.0,6.9,1.0,1.9,0.509,0.5,1.1,0.441,0.5,0.8,0.609,0.64,0.1,0.1,0.75,0.1,0.8,0.9,0.3,0.2,0.0,0.1,0.5,2.5,/players/b/bonnema01.html,Matt Bonner
