season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
1998,22.0,VAN,NBA,SG,74,50,26.4,3.1,7.4,.416,0.1,0.7,.212,2.9,6.7,.438,.426,1.5,2.3,.659,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1.2,7.8,/players/d/daniean01.html,Antonio Daniels
1999,23.0,SAS,NBA,PG,47,0,13.1,1.8,3.9,.454,0.1,0.4,.294,1.7,3.5,.470,.467,1.0,1.4,.754,0.3,0.9,1.1,2.3,0.6,0.1,0.9,0.8,4.7,/players/d/daniean01.html,Antonio Daniels
1900,24.0,SAS,NBA,SG,68,1,17.6,2.4,5.1,.474,0.3,1.0,.333,2.1,4.1,.507,.506,1.1,1.5,.713,0.2,1.0,1.3,2.6,0.8,0.1,0.9,1.1,6.2,/players/d/daniean01.html,Antonio Daniels
2001,25.0,SAS,NBA,PG,79,23,26.1,3.5,7.4,.468,0.9,2.3,.404,2.5,5.1,.496,.531,1.5,2.0,.776,0.3,1.7,2.1,3.8,0.8,0.2,1.4,1.5,9.4,/players/d/daniean01.html,Antonio Daniels
2002,26.0,SAS,NBA,SG,82,13,26.5,3.3,7.5,.440,0.7,2.4,.291,2.6,5.1,.510,.486,1.9,2.6,.752,0.3,1.9,2.1,2.8,0.6,0.1,0.9,1.3,9.2,/players/d/daniean01.html,Antonio Daniels
2003,27.0,POR,NBA,SG,67,2,13.0,1.3,2.8,.452,0.3,0.9,.305,1.0,1.9,.520,.500,1.0,1.1,.855,0.2,0.9,1.1,1.3,0.5,0.1,0.5,0.6,3.7,/players/d/daniean01.html,Antonio Daniels
2004,28.0,SEA,NBA,PG,71,32,21.3,2.6,5.6,.470,0.6,1.6,.362,2.0,4.0,.514,.523,2.2,2.6,.842,0.3,1.7,2.0,4.2,0.6,0.1,0.9,0.9,8.0,/players/d/daniean01.html,Antonio Daniels
2005,29.0,SEA,NBA,PG,75,2,27.0,3.6,8.3,.438,0.7,2.2,.297,3.0,6.1,.489,.478,3.3,4.1,.816,0.3,2.0,2.3,4.1,0.7,0.0,1.0,1.0,11.2,/players/d/daniean01.html,Antonio Daniels
2006,30.0,WAS,NBA,SG,80,17,28.5,2.9,6.9,.418,0.3,1.3,.228,2.6,5.6,.461,.439,3.6,4.2,.845,0.2,1.9,2.2,3.6,0.7,0.1,1.1,1.2,9.6,/players/d/daniean01.html,Antonio Daniels
2007,31.0,WAS,NBA,SG,80,8,22.0,2.2,4.9,.442,0.2,0.8,.302,1.9,4.1,.469,.467,2.6,3.1,.832,0.2,1.7,1.9,3.6,0.5,0.1,0.9,1.0,7.1,/players/d/daniean01.html,Antonio Daniels
2008,32.0,WAS,NBA,PG,71,63,30.4,2.9,6.3,.459,0.2,1.0,.230,2.6,5.3,.504,.478,2.4,3.1,.776,0.3,2.5,2.9,4.8,1.0,0.0,1.3,1.1,8.4,/players/d/daniean01.html,Antonio Daniels
2009,33.0,WAS,NBA,PG,13,5,22.2,1.4,3.5,.400,0.4,0.8,.455,1.0,2.6,.382,.456,1.9,2.5,.758,0.0,1.7,1.7,3.6,0.5,0.0,1.0,1.1,5.1,/players/d/daniean01.html,Antonio Daniels
2009,33.0,NOH,NBA,PG,61,4,12.0,1.3,3.1,.424,0.3,0.8,.347,1.0,2.3,.451,.469,0.9,1.1,.821,0.1,0.8,0.9,2.1,0.3,0.0,0.8,0.7,3.8,/players/d/daniean01.html,Antonio Daniels
2011,35.0,PHI,NBA,PG,4,0,8.8,0.5,1.3,.400,0.0,0.5,.000,0.5,0.8,.667,.400,0.5,0.5,1.000,0.0,1.3,1.3,0.5,0.0,0.0,0.3,0.0,1.5,/players/d/daniean01.html,Antonio Daniels
