season,age,team_abbr,lg,pos,g,gs,mp,fg,fga,fg_pct,threep,threepa,threep_pct,twop,twopa,twop_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,bbref_endpoint,player_name
2013,23.0,PHI,NBA,SG,9.0,0.0,15.8,1.8,5.3,0.33299999999999996,0.4,1.8,0.25,1.3,3.6,0.375,0.375,0.7,0.9,0.75,0.0,1.6,1.6,1.7,0.3,0.7,1.0,0.8,4.7,/players/h/holidju01.html,Justin Holiday
2015,25.0,GSW,NBA,SG,59.0,4.0,11.1,1.5,4.0,0.387,0.6,1.8,0.321,0.9,2.1,0.444,0.462,0.6,0.8,0.8220000000000001,0.2,1.0,1.2,0.8,0.7,0.2,0.5,0.9,4.3,/players/h/holidju01.html,Justin Holiday
2016,26.0,ATL,NBA,SG,26.0,1.0,10.1,0.9,2.8,0.32899999999999996,0.4,1.7,0.222,0.5,1.1,0.5,0.397,0.2,0.4,0.5,0.2,0.9,1.0,0.4,0.5,0.2,0.5,0.8,2.4,/players/h/holidju01.html,Justin Holiday
2016,26.0,CHI,NBA,SG,27.0,4.0,18.9,2.4,5.7,0.413,1.0,2.2,0.433,1.4,3.5,0.4,0.49700000000000005,0.8,1.0,0.815,0.3,2.0,2.3,1.7,0.7,0.6,1.0,1.5,6.5,/players/h/holidju01.html,Justin Holiday
2017,27.0,NYK,NBA,SG,82.0,4.0,20.0,2.8,6.6,0.433,1.2,3.3,0.355,1.7,3.2,0.513,0.523,0.8,1.0,0.825,0.3,2.4,2.7,1.2,0.8,0.4,0.8,1.3,7.7,/players/h/holidju01.html,Justin Holiday
2018,28.0,CHI,NBA,SG,72.0,72.0,31.5,4.0,10.9,0.371,2.2,6.2,0.359,1.8,4.6,0.387,0.474,1.9,2.3,0.823,0.4,3.6,4.0,2.1,1.1,0.4,1.3,1.9,12.2,/players/h/holidju01.html,Justin Holiday
2019,29.0,CHI,NBA,SG,38.0,38.0,34.9,4.0,10.4,0.38299999999999995,2.6,7.1,0.359,1.4,3.3,0.435,0.506,1.1,1.2,0.8909999999999999,0.5,3.9,4.4,2.2,1.8,0.6,1.2,2.1,11.6,/players/h/holidju01.html,Justin Holiday
2019,29.0,MEM,NBA,SG,44.0,39.0,29.1,3.4,8.7,0.389,1.5,4.4,0.33299999999999996,1.9,4.3,0.447,0.474,1.2,1.4,0.9,0.6,2.9,3.5,1.4,1.2,0.3,1.3,1.9,9.5,/players/h/holidju01.html,Justin Holiday
2020,30.0,IND,NBA,SF,73.0,6.0,25.0,2.8,6.7,0.428,1.8,4.5,0.405,1.0,2.1,0.47700000000000004,0.5660000000000001,0.7,0.9,0.7909999999999999,0.4,2.8,3.3,1.3,1.2,0.6,0.6,1.9,8.3,/players/h/holidju01.html,Justin Holiday
2021,31.0,IND,NBA,SG,72.0,52.0,30.3,3.6,8.7,0.413,2.4,6.3,0.382,1.2,2.4,0.494,0.551,0.9,1.2,0.7879999999999999,0.4,3.1,3.6,1.7,1.0,0.6,0.8,1.9,10.5,/players/h/holidju01.html,Justin Holiday
